pb190,pe021,pl016,rl060,ph050,pb030,rl020,rb240,ph010,pd050,pl040b,pl040a,py080g,pl090,m_k,py020g,pd020,ph060,rl050,pl100,pl145,rb230,ph020,rl010,pl141,pd060,ap,pl060,rb220,hb030,pl051b,pl051a,py130g,py110g,py021g,pe041,py035g,py100g,pd030,rl040,pl111b,ph070,pl111a,pl073,pl150,pl271,pl074,pd070,pl075,py090n,ph030,pl032,pl076,pb205,py050n,py010n,pb200,py090g,sl,py050g,py030g,py010g,pe010,rb090,rb050,pl088,pl089,pl200,rl030,pd080,pl085,ph040,pl086,pl087,pl080,py120n,py140g,objectid,age,py120g
2,,3,,,1000940003,,1000940002,3,1,3,,0,0,1,0,1,2,,,,,1,,,3,10,,,10009400,23,,0,0,0,700,0,9591.24,1,,,,,0,,,0,1,0,0,2,3,0,1,0,0,1,0,1,0,0,0,2,2,27.93474,0,0,51,,1,12,2,0,0,0,0,0,80,80,0
1,,3,,,1001050001,,,2,1,3,,0,0,1,0,1,2,,,,,2,,,1,10,,,10010500,42,,0,0,0,450,0,6734.16,1,,64,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,1,0,0,0,2,2,92.55229,0,0,30,,3,12,,0,0,0,0,0,81,69,0
5,,3,,,1001060001,,,5,1,3,,0,0,1,0,1,2,,,,,1,,,3,10,,,10010600,96,,0,0,0,340,0,6825.06,1,,,,,0,,,0,3,0,0,1,3,0,2,0,0,3,0,1,0,0,0,2,2,32.84139,0,0,38,,3,12,2,0,0,0,0,0,82,76,0
4,,,,,1001080001,,,3,1,,3,0,0,1,0,1,,,,1,,2,,21,3,10,40,,10010800,,23,0,418.68,0,600,0,7588.32,1,,,,33,12,2,0,0,1,0,0,3,1,0,2,0,13829.76,3,0,1,0,316.28,21812.56,2,2,109.85076,0,0,43,,1,0,2,0,0,0,0,0,83,65,0
2,,,,,1001090001,,1001090002,2,3,,2,0,0,1,0,1,2,,,1,,1,,,3,10,40,,10010900,,32,0,0,0,600,45,0,1,,,,,0,,10,0,1,12,0,3,1,0,1,8000,0,1,0,1,8794.81,0,0,2,2,190.13414,0,0,3,,1,0,2,0,0,0,55.8,0,84,34,70.64
2,,,,,1001090002,,1001090001,,3,,2,0,0,1,547.95,1,2,,,1,,1,,,3,10,40,,10010900,,11,0,0,547.95,600,81,0,1,,,,85,0,,0,0,1,12,0,3,1,0,1,15000,5020.24,1,0,1,15106.59,178.64,7410.53,2,1,190.13414,0,0,16,,1,0,2,0,0,0,239.78,0,85,37,280.24
,,,0,,1001090003,25,,,,,,,,1,,,,0,,,1001090001,,,,,10,,1001090002,10010900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,2,190.13414,,,,10,,,,,,,,,86,9,
,,,0,,1001090004,24,,,,,,,,1,,,,0,,,1001090001,,,,,10,,1001090002,10010900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,2,190.13414,,,,15,,,,,,,,,87,8,
1,,3,,,1001190001,,,1,3,3,,0,0,1,0,1,2,,,,,2,,,3,10,,,10011900,,,0,0,0,700,0,9932.76,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,1,0,0,0,2,2,87.35575,0,0,52,,1,12,2,0,0,0,0,0,88,82,0
3,,3,,,1001200001,,,3,1,3,,0,0,1,0,1,2,,,,,1,,,2,10,,,10012000,24,,0,0,0,450,0,7365.48,1,,35,,,0,,0,0,1,0,0,,3,0,2,0,0,3,0,1,0,0,0,2,2,95.49461,0,0,30,,1,12,2,0,0,0,0,0,89,74,0
5,,3,,2,1001210001,,,3,3,3,,0,0,1,0,1,,,,,,1,,,3,10,,,10012100,75,,0,0,0,450,0,7369.44,1,,47,,,0,,0,0,3,0,0,2,3,0,2,0,0,3,0,1,0,0,0,2,2,123.26674,0,0,44,,1,12,1,0,0,0,0,0,90,66,0
4,,3,,,1001280002,,,4,2,3,,0,0,1,0,1,,,,,,1,,,3,10,,,10012800,34,,0,1097.2,0,340,0,7395.9,1,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,1,0,0,0,2,2,34.7831,0,0,43,,1,12,2,0,0,0,0,0,91,82,0
1,,,,,1001290001,,,,,,,0,0,1,0,,,,,,1001290002,,,,,10,,,10012900,,,6567.68,2298.84,0,0,0,0,,,,,,0,,,0,,0,0,,4,0,2,0,0,3,0,1,0,0,0,2,1,176.38985,0,0,,,,0,,12,0,0,0,0,92,39,0
4,,3,,,1001290002,,,3,1,3,,0,0,1,0,1,2,,,,,2,,,3,10,,,10012900,53,,0,0,0,450,0,0,1,,86,,,0,,12,0,1,0,4095.92,3,3,0,2,0,0,3,4095.92,1,0,0,0,2,2,176.38985,0,0,35,,1,12,,0,0,0,0,0,93,62,0
5,,3,,,1001300001,,,,1,3,,0,0,1,0,1,,,,,,1,,,1,10,,,10013000,26,,0,0,0,700,0,7073.52,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,1,0,0,0,2,2,114.26464,0,0,,,1,12,2,0,0,0,0,0,94,76,0
5,,,,2,1001300002,,,3,1,,2,0,0,1,0,1,,,,1,1001300001,1,,,1,10,35,,10013000,,71,0,0,0,450,0,0,1,,,,80,0,,0,0,1,12,0,3,1,0,2,3448.6,14400,3,0,1,4748.8,44.01,15008.63,2,1,114.26464,0,0,11,,1,0,1,0,0,0,0,0,95,46,0
5,,,,,1001360001,,1001360002,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,10,40,,10013600,,24,0,0,0,700,1184.38,0,1,,,,85,12,2,0,0,1,0,5178.88,3,1,0,1,0,18787.08,2,8490.2,1,0,572.45,30989.25,2,2,119.06151,0,0,23,,1,0,2,0,0,0,0,0,96,44,0
1,,,,,1001360002,,1001360001,,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,10,40,,10013600,,24,0,0,0,600,1067.86,0,1,,,,14,12,2,0,0,1,0,0,3,1,0,1,0,21226.5,2,0,1,0,630.04,35209.48,2,1,119.06151,0,0,24,,1,0,2,0,0,0,0,0,97,48,0
1,,,,,1001380001,,,2,1,,3,0,0,1,362.57,1,2,,,1,1001380002,2,,21,1,10,40,,10013800,,11,0,0,362.57,600,0,0,1,,,,80,12,2,0,0,1,0,0,3,1,0,2,0,52221.76,3,0,1,0,1564.16,86817.5,2,1,135.834,0,0,16,,1,0,2,0,0,0,0,0,98,38,0
4,,3,,,1001380002,,,,1,3,,0,0,1,0,1,2,,,,,1,,,1,10,,,10013800,96,,0,418.68,0,600,0,5496,1,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,1,0,0,0,2,2,135.834,0,0,,,1,12,2,0,0,0,0,0,99,76,0
3,,,,,1001420002,,,,1,,3,0,0,1,0,1,2,,,2,,,,21,3,10,4,,10014200,,23,0,0,0,450,0,4162.44,1,,,,85,0,2,,12,1,0,0,3,1,0,2,0,3255.29,3,0,1,0,58.64,4043.86,2,1,95.50533,0,0,47,,1,0,2,0,0,0,0,0,100,86,0
2,,,,,1001450002,,1001450003,3,1,,3,0,0,1,0,1,,,,1,,1,,21,3,10,40,,10014500,,24,0,0,0,700,981.73,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,19798.12,1,0,1,0,474.5,32724.19,2,1,76.85642,0,0,29,,1,0,2,0,0,0,0,0,101,50,0
2,,,,,1001450003,,1001450002,,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,10,40,,10014500,,31,0,0,0,600,0,0,1,,,,14,12,2,24,0,1,0,0,3,1,0,1,0,10552.63,1,0,1,0,265.34,15543.52,2,2,76.85642,0,0,7,,1,0,2,0,0,0,0,0,102,50,0
1,20,1,,,1001450004,,,,1,,,0,0,1,0,1,2,,,,1001450003,1,,,1,10,,1001450002,10014500,,,0,0,0,100,0,0,1,,,,,0,,0,0,1,0,0,3,5,0,2,0,0,3,0,1,0,0,0,1,1,76.85642,0,0,,,1,0,2,0,12,0,0,0,103,16,0
,,,0,,1001450005,30,,,,,,,,1,,,,0,,,1001450003,,,,,10,,1001450002,10014500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,1,76.85642,,,,0,,,,,,,,,104,12,
1,,1,,,1001480001,,,3,3,,,0,0,1,0,1,2,,,,,1,,,3,10,,,10014800,,,4241.46,5500.92,0,0,0,0,1,,,,,0,,0,0,3,0,0,3,4,0,2,0,0,3,0,1,0,0,0,2,2,54.33833,0,0,,,3,0,2,12,0,0,0,0,105,38,0
5,,,,,1001490001,,,,,,,0,0,1,0,,,,,1,,,,,,10,,,10014900,,,0,0,0,,176.97,0,,,,,,12,,,0,,0,424.31,,1,0,2,0,3284.16,3,424.31,1,0,132.46,4842.98,2,2,258.7366,0,0,,,,0,,0,0,0,379.94,0,106,51,427.01
1,60,,,,1001490002,,,2,1,,3,0,0,1,0,1,,,,1,1001490001,2,,21,1,10,36,,10014900,,23,0,0,0,600,810.51,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,2,0,16665.21,3,0,1,0,586.27,27017.2,1,2,258.7366,0,0,3,,1,0,2,0,0,0,0,0,107,23,0
5,,,,,1001510001,,,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,10,40,,10015100,,11,0,0,0,600,1281.82,0,1,,,,85,12,1,1,0,1,0,896.1,3,1,0,2,0,35000,3,896.1,1,0,756.27,51877.29,2,2,164.33712,0,0,17,,1,0,,0,0,0,0,0,108,41,0
5,,3,,,1001560001,,,2,1,3,,0,0,1,0,1,2,,,,,2,,,1,10,,,10015600,23,,0,0,0,700,0,8080.2,1,,85,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,1,0,0,0,2,2,87.38413,0,0,35,,1,12,2,0,0,0,0,0,109,70,0
1,,,,,1001570001,,,2,1,,3,0,0,1,0,1,,,,1,,2,,21,1,10,40,,10015700,,25,0,0,0,700,3057.48,0,1,,,,23,12,1,0,0,1,0,0,3,1,0,2,0,66022.46,3,0,1,0,1948.34,109287.68,2,1,343.77974,0,0,21,,1,0,,0,0,0,0,0,110,41,0
2,,3,,,1001590001,,1001590002,4,3,3,,0,0,1,0,1,,,,,,1,,,3,10,,,10015900,25,,0,0,0,700,0,6178.44,1,,,,,0,,,0,1,0,0,2,3,0,1,0,0,1,0,1,0,0,0,2,2,55.67515,0,0,37,,1,12,2,0,0,0,0,0,111,79,0
2,,3,,,1001590002,,1001590001,,1,3,,0,0,1,0,1,2,,,,,1,,,3,10,,,10015900,72,,0,0,0,450,0,7972.8,1,,,,,0,,,0,1,0,0,1,3,0,1,0,0,1,0,1,0,0,0,2,1,55.67515,0,0,46,,1,12,2,0,0,0,0,0,112,79,0
3,,1,,,1001630001,,,3,1,,,0,0,1,0,1,2,,,,,1,,,3,10,,,10016300,,,0,0,0,200,0,9455.16,1,,,,,0,,0,0,1,0,0,2,3,0,2,0,0,3,0,1,0,0,0,2,1,192.09849,0,0,,,1,12,2,0,0,0,0,0,113,67,0
2,,,,,1001650001,,1001650002,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,10,40,,10016500,,24,0,0,0,600,359.98,0,1,,,,84,12,2,0,0,1,0,0,3,1,0,1,0,8598.28,1,0,1,0,212.39,11999.16,2,1,136.32748,0,0,26,,1,0,2,0,0,0,0,0,114,49,0
2,,,,,1001650002,,1001650001,,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,10,40,,10016500,,32,0,0,0,600,1365.66,0,1,,,,49,12,2,0,0,1,0,0,3,1,0,1,0,28153.79,1,0,1,0,805.74,46288.21,2,2,136.32748,0,0,24,,1,0,2,0,0,0,0,0,115,47,0
1,60,1,,,1001650003,,,,1,,,0,0,1,0,1,2,,,,1001650002,2,,,2,10,,1001650001,10016500,,,0,0,0,344,19.41,0,1,,,,,0,,0,0,1,0,0,3,5,0,2,2564.27,4305.71,3,0,1,2852.5,129.76,7018.36,1,2,136.32748,0,0,,,1,0,2,0,12,0,0,0,116,20,0
4,,3,,2,1001660001,,,3,1,3,,0,0,1,0,1,,,,,,1,,,3,10,,,10016600,83,,0,418.68,0,700,0,6333.24,1,,52,,,0,,0,0,1,0,0,2,3,0,2,0,0,3,0,1,0,0,0,2,1,48.16076,0,0,30,,1,12,1,0,0,0,0,0,117,73,0
4,,3,,,1001670001,,,4,3,3,,0,0,1,0,1,,,,,,1,,,3,10,,,10016700,72,,0,418.68,0,450,0,4243.2,1,,,,,0,,,0,3,0,0,2,3,0,2,0,0,3,0,1,0,0,0,2,1,44.82095,0,0,45,,3,12,2,0,0,0,0,0,118,86,0
5,,3,,,1001680001,,,,2,3,,0,0,1,0,1,,,,,1001680003,2,,,2,10,,1001680002,10016800,52,,0,0,0,450,0,0,1,,96,,,0,,60,0,2,0,0,3,2,0,2,0,0,3,0,1,0,0,0,2,2,78.37861,0,0,15,,3,0,2,0,0,12,0,0,119,57,0
2,,3,,,1001680002,,1001680003,,3,3,,0,0,1,0,2,,,,,,1,,,3,10,,,10016800,71,,0,0,0,450,0,8780.98,3,,,,,0,,,0,3,0,0,1,3,0,1,0,0,1,0,1,0,0,0,2,1,78.37861,0,0,17,,3,12,2,0,0,0,0,0,120,75,0
2,,3,,,1001680003,,1001680002,,3,3,,0,0,1,0,1,,,,,,1,,,2,10,,,10016800,91,,0,0,0,340,0,5921.04,1,,,,,0,,,0,2,0,0,2,3,0,1,0,0,1,0,1,0,0,0,2,2,78.37861,0,0,30,,3,12,2,0,0,0,0,0,121,77,0
3,,1,,,1001680004,,,2,2,,,0,0,1,0,1,2,,,,1001680001,2,,,3,10,,,10016800,,,0,0,0,200,0,0,1,,,,,0,,48,0,2,0,3620.55,3,2,0,2,0,0,3,3620.55,1,0,0,0,2,2,78.37861,0,0,,,1,0,2,0,0,12,0,0,122,29,0
4,,,,,1001700002,,,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,2,10,40,,10017000,,53,0,0,0,450,0,0,1,,,,16,12,2,0,0,1,0,0,3,1,0,2,0,8606.9,3,0,1,0,180.84,12471.55,2,2,49.23568,0,0,,,1,0,2,0,0,0,991.49,0,123,62,1224.49
2,,,,,1001720001,,1001720002,3,1,,3,0,0,1,0,1,,,,1,,,,21,2,10,40,,10017200,,75,0,0,0,340,303.59,0,1,,,,52,12,2,0,0,1,0,0,3,1,0,1,0,7531.11,1,0,1,0,251.98,10009.54,2,2,108.68966,0,0,37,,1,0,2,0,0,0,0,0,124,55,0
2,,,,,1001720002,,1001720001,,1,,3,0,0,1,0,1,,,,1,,2,,21,2,10,40,,10017200,,96,0,0,0,450,210.91,0,1,,,,27,12,2,0,0,1,0,0,3,1,0,1,0,4654.36,1,0,1,0,124.44,6340.21,2,1,108.68966,0,0,35,,1,0,,0,0,0,2089.58,0,125,58,2452.1
3,,,,,1001730001,,,2,1,,3,0,0,1,0,1,2,,12,1,,2,,21,2,10,36,,10017300,,,0,0,0,600,571.15,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,2,0,11518.08,3,0,1,0,336.98,19038.17,2,2,153.96611,0,0,,,1,0,2,0,0,0,0,0,126,34,0
,,,0,,1001730002,,,,,,,,,1,,,,0,,,1001730001,,40,,,10,,,10017300,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,1,153.96611,,,,0,,,,,,,,,127,2,
4,,,,,1001750001,,,2,1,,3,0,0,1,0,1,,,,2,,1,,21,3,10,10,,10017500,,26,0,2559.09,0,450,0,8442.83,1,,,,84,0,2,,12,1,0,0,3,1,0,2,45.97,2760,3,0,1,45.97,49.21,3421.8,2,2,52.43599,0,0,47,,1,0,2,0,0,0,0,0,128,75,0
2,,3,,,1001770001,,1001770002,,1,3,,0,0,1,0,3,,,,,,1,,,3,10,,,10017700,26,,0,0,0,450,0,5800.32,3,,91,,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,1,0,0,0,2,2,33.69343,0,0,30,,1,12,2,0,0,0,0,0,129,74,0
2,,3,,,1001770002,,1001770001,,1,3,,0,0,1,0,3,,,,,,1,,,3,10,,,10017700,,,0,0,0,700,0,10109.4,3,,,,,0,,,0,1,0,0,3,3,0,1,0,0,1,0,1,0,0,0,2,1,33.69343,0,0,54,,1,12,2,0,0,0,0,0,130,86,0
1,,,,,1001770003,,,2,1,,3,0,0,1,0,1,,,,1,1001770001,2,,21,1,10,40,1001770002,10017700,,41,0,0,0,450,45,0,1,,,,70,12,2,4,0,1,0,545.38,3,1,0,2,0,10713.1,3,545.38,1,0,233.11,16076.11,2,2,33.69343,0,0,14,,1,0,2,0,0,0,135.87,0,131,43,163.54
4,,3,,,1001790001,,1001790002,2,1,3,,0,0,1,0,1,2,,,,,2,,,1,10,,,10017900,23,,0,418.68,0,700,0,9438.72,1,,,,,0,,,0,1,0,0,3,3,0,1,0,107.59,2,0,1,0,3.33,133.64,2,2,50.34864,0,0,41,,1,12,2,0,0,0,0,0,132,75,0
5,,3,,,1001790002,,1001790001,,1,3,,0,0,1,0,1,2,,,,,2,,,1,10,,,10017900,21,,0,0,0,700,0,9648,1,,,,,0,,,0,1,0,0,3,3,0,1,0,0,2,0,1,0,0,0,2,1,50.34864,0,0,40,,1,12,2,0,0,0,0,0,133,77,0
1,,,,,1001830001,,,3,1,,3,0,0,1,0,1,,,,1,,,,21,2,10,40,,10018300,,75,0,0,0,350,324.18,0,1,,,,84,12,2,0,0,1,0,0,3,1,0,2,0,7997.15,3,0,1,0,191.27,10856.3,2,2,122.1732,0,0,38,,1,0,2,0,0,0,153.49,0,134,56,180.91
1,,,,,1001850001,,1001850002,,1,,2,0,0,1,0,1,2,,,1,,2,,,1,10,40,,10018500,,,0,0,0,340,0,0,1,,,,,0,,0,0,1,12,0,3,1,0,1,0,9027.15,2,0,1,0,226.96,12822.33,2,1,110.52587,0,0,8,,1,0,2,0,0,0,0,0,135,49,0
5,,,,,1001850002,,1001850001,1,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,10,40,,10018500,,24,0,0,0,340,704.41,0,1,,,,46,12,2,0,0,1,0,0,3,1,0,1,0,14205.62,2,0,1,0,340.47,23480.36,2,2,110.52587,0,0,,,1,0,2,0,0,0,0,0,136,40,0
1,,,,,1001870001,,,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,10,18,,10018700,,23,0,0,0,700,0,6435.24,1,,,,49,12,2,0,0,1,0,0,3,1,0,2,0,10949.19,3,0,1,0,239.83,16540.2,2,2,106.87095,0,0,42,,1,0,2,0,0,0,66.09,0,137,67,69.71
3,,3,,2,1001890001,,,3,1,3,,0,0,1,0,1,,,,,,2,,,2,10,,,10018900,33,,0,0,0,450,0,6960.84,1,,93,,,0,,0,0,2,0,0,3,3,0,2,0,0,3,0,1,0,0,0,2,2,122.62477,0,0,40,,1,12,1,0,0,0,0,0,138,68,0
2,,,,,1001900001,,1001900002,2,1,,2,0,0,1,0,1,,,,1,,2,,,3,10,40,,10019000,,75,0,0,0,600,244.55,0,1,,,,14,0,,0,0,1,12,0,3,1,0,1,6587.93,0,1,0,1,9058.69,0,0,2,2,142.47619,0,0,18,,1,0,2,0,0,0,0,0,139,38,0
2,,,,,1001900002,,1001900001,,1,,3,0,0,1,0,1,,,,1,,2,,21,2,10,40,,10019000,,71,0,0,0,350,327.56,0,1,,,,84,12,2,0,0,1,0,3889.33,3,1,0,1,0,7055.39,1,3889.33,1,0,193.26,10918.81,2,1,142.47619,0,0,22,,1,0,2,0,0,0,3045.27,0,140,42,3846.89
,,,0,,1001900003,35,,,,,,,,1,,,,0,,,1001900001,,,,,10,,1001900002,10019000,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,2,142.47619,,,,0,,,,,,,,,141,10,
,,,0,,1001900004,30,,,,,,,,1,,,,0,,,1001900001,,,,,10,,1001900002,10019000,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,1,142.47619,,,,0,,,,,,,,,142,7,
2,,,,,1001910001,,1001910002,,,,,0,0,1,0,,,,,1,,,,,,10,,,10019100,,,0,0,0,,0,0,,,,,,0,,,0,,12,0,,1,0,1,4635.58,1813.27,1,0,1,6124.02,19.22,2281.94,2,2,237.95656,0,0,,,,0,,0,0,0,0,0,143,36,0
2,,,,,1001910002,,1001910001,2,1,,3,0,0,1,0,1,2,,20,1,,2,,21,1,10,40,,10019100,,,0,0,0,200,45,0,1,,,,49,12,2,0,0,1,0,0,3,1,0,1,0,13076.88,1,0,1,0,341.37,20167.38,2,1,237.95656,0,0,21,,1,0,2,0,0,0,954.7,0,144,39,1160.87
,,,,,1001910003,,,,,,,,,1,,,,,,,1001910001,,,,,10,,1001910002,10019100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,237.95656,,,,,,,,,,,,,145,13,
,,,0,,1001910004,30,,,,,,,,1,,,,0,,,1001910001,,,,,10,,1001910002,10019100,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,2,237.95656,,,,0,,,,,,,,,146,12,
4,,3,,,1001930001,,,4,3,3,,0,0,1,0,1,,,,,,1,,,3,10,,,10019300,52,,0,418.68,0,450,0,5236.2,1,,,,,0,,,0,1,0,0,1,3,0,2,0,0,3,0,1,0,0,0,2,2,47.2649,0,0,35,,3,12,2,0,0,0,0,0,147,83,0
2,,,,,1001950002,,1001950003,2,1,,2,0,0,1,0,1,,,,1,,2,,,3,10,40,,10019500,,71,0,0,0,600,0,0,1,,,,43,0,,0,0,1,12,0,3,1,0,1,28149.36,0,1,0,1,30000,0,0,2,1,82.77512,0,0,,,1,0,2,0,0,0,0,0,148,35,0
2,,,,,1001950003,,1001950002,,,,,0,0,1,0,,,,,1,,,,,,10,,,10019500,,,0,0,0,,796.82,0,,,,,,12,,,0,,0,0,,1,0,1,0,16381.59,1,0,1,0,470.12,26560.47,2,2,82.77512,0,0,,,,0,,0,0,0,706.99,0,149,34,882.23
4,,,,,1002000001,,,2,1,,3,0,0,1,0,1,,,,1,,,,21,2,10,40,,10020000,,91,0,418.68,0,450,0,5539.92,1,,,,70,12,2,0,0,1,0,0,3,1,0,2,0,10856.42,3,0,1,0,226.86,16030.43,2,2,88.48662,0,0,39,,1,0,2,0,0,0,317.23,0,150,68,376.9
5,,,,,1002030002,,,2,2,,3,0,0,1,0,1,2,,,1,,2,,21,1,10,40,,10020300,,24,0,0,0,600,601.42,0,1,,,,47,12,2,0,0,1,0,0,3,1,0,2,0,12791.41,3,0,1,0,354.84,20047.41,2,2,76.00733,0,0,25,,1,0,2,0,0,0,0,0,151,46,0
2,,,,,1002040001,,1002040002,2,1,,3,0,0,1,0,1,,,,1,,2,,21,2,10,40,,10020400,,75,7290.9,0,0,350,851.5,0,1,,,,62,12,2,0,0,1,0,0,3,1,0,1,0,17121.99,1,0,1,0,502.38,28320.93,2,1,140.46862,0,0,27,,1,0,2,0,0,0,407.86,0,152,45,504.92
2,,,,,1002040002,,1002040001,,1,,3,0,0,1,0,1,,,,1,,2,,21,2,10,40,,10020400,,24,0,0,0,600,865.06,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,1,0,17594.57,1,0,1,0,510.39,28835.23,2,2,140.46862,0,0,14,,1,0,2,0,0,0,698.62,0,153,37,884.33
,,,,,1002040003,,,,,,,,,1,,,,,,,1002040002,,,,,10,,1002040001,10020400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,140.46862,,,,,,,,,,,,,154,14,
,,,0,,1002040004,,,,,,,,,1,,,,0,,,1002040002,,45,,,10,,1002040001,10020400,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,2,140.46862,,,,0,,,,,,,,,155,6,
1,,,,,1002060001,,,2,1,,3,0,0,1,0,1,,,10,1,,2,,21,1,10,40,,10020600,,,0,0,0,800,1600,0,1,,,,72,12,2,0,0,1,0,0,3,1,0,2,62.79,33217.11,3,0,1,84,1061.54,54904.24,2,1,127.70221,0,0,12,,1,0,,0,0,0,1203.15,0,156,34,1455.02
,,,0,,1002060003,,,,,,,,,1,,,,0,,,,,40,,,10,,1002060001,10020600,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,1,127.70221,,,,0,,,,,,,,,157,4,
1,,,,,1002150001,,,3,1,,3,0,0,1,0,1,2,,,1,,1,,21,1,10,40,,10021500,,72,4085.16,0,0,340,0,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,2,0,8826.86,3,0,1,0,200.34,11330.02,2,2,120.66399,0,0,36,,1,0,2,0,0,0,964.33,0,158,59,1188.18
4,,3,,,1002170001,,,3,1,3,,0,0,1,0,3,,,,,,1,,,3,10,,,10021700,51,,0,418.68,0,340,0,6935.52,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,1,0,0,0,2,2,43.33571,0,0,48,,1,12,2,0,0,0,0,0,159,77,0
2,,,,,1002180001,,1002180002,2,1,,3,0,0,1,0,1,,,,1,,,,21,3,10,40,,10021800,,21,0,0,0,600,126,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,18991.35,1,0,1,0,566.96,31369.02,2,1,77.9267,0,0,30,,1,0,,0,0,0,0,0,160,48,0
2,,,,,1002180002,,1002180001,,,,,0,0,1,0,,,,,1,,,,,,10,,,10021800,,,0,0,0,700,80.98,0,,,,,,12,,,0,,0,7253.74,,1,0,1,126.45,1846.62,1,7253.74,1,126.45,67.21,2699.24,2,2,77.9267,0,0,16,,,0,,0,0,0,0,866.45,161,47,0
,,,0,,1002180003,25,,,,,,,,1,,,,0,,,1002180002,,,,,10,,1002180001,10021800,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,2,77.9267,,,,15,,,,,,,,,162,9,
,,,0,,1002180004,,,,,,,,,1,,,,0,,,1002180002,,40,,,10,,1002180001,10021800,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,1,77.9267,,,,0,,,,,,,,,163,4,
2,,3,,,1002210001,,1002210002,3,2,3,,0,0,1,0,1,,,,,,1,,,2,10,,,10022100,91,,0,0,0,200,0,4129.86,2,,82,,,0,,0,0,1,0,0,2,3,0,1,0,0,1,0,1,0,0,0,2,2,21.00205,0,0,23,,1,12,2,0,0,0,0,0,164,69,0
2,,3,,,1002210002,,1002210001,,2,3,,0,0,1,0,2,,,,,,1,,,2,10,,,10022100,93,,0,0,0,340,0,8571.06,2,,35,,,0,,0,0,1,0,0,1,3,0,1,0,1199.98,1,0,1,0,26.38,1490.64,2,1,21.00205,0,0,47,,1,12,2,0,0,0,0,0,165,70,0
2,,,,,1002230001,,1002230003,1,1,,2,0,0,1,0,1,,,,1,,2,,,1,10,40,,10022300,,26,0,0,0,600,234.34,0,1,,,,71,0,,0,0,1,6,0,3,1,6,1,12429.3,5698.86,1,0,1,12500,133.81,7560,2,2,144.20117,0,0,13,,1,0,,0,0,0,0,0,166,38,0
2,,,,,1002230003,,1002230001,,,,,0,0,1,0,,,,,1,,,,,,10,,,10022300,,,0,0,0,,14.7,0,,,,,,12,,,0,,0,0,,1,0,1,0,394.45,1,0,1,0,8.67,490,2,1,144.20117,0,0,,,,0,,0,0,0,0,0,167,42,0
,,,,,1002230004,,,,,,,,,1,,,,,,,1002230001,,,,,10,,1002230003,10022300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,144.20117,,,,,,,,,,,,,168,13,
3,,,,,1002240001,,,2,1,,3,0,0,1,0,1,,,,1,,2,,21,1,10,40,,10022400,,24,0,0,0,600,845.86,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,2,0,17429.76,3,0,1,0,408.83,28195.34,2,2,38.49836,0,0,17,,1,0,,0,0,0,158.97,0,169,39,201.22
,,,2,,1002240002,,,,,,,,,1,,,,0,,,1002240001,,40,,,10,,,10022400,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,2,38.49836,,,,0,,,,,,,,,170,4,
