pb190,pe021,pl016,rl060,ph050,pb030,rl020,rb240,ph010,pd050,pl040b,pl040a,py080g,pl090,m_k,py020g,pd020,ph060,rl050,pl100,pl145,rb230,ph020,rl010,pl141,pd060,ap,pl060,rb220,hb030,pl051b,pl051a,py130g,py110g,py021g,pe041,py035g,py100g,pd030,rl040,pl111b,ph070,pl111a,pl073,pl150,pl271,pl074,pd070,pl075,py090n,ph030,pl032,pl076,pb205,py050n,py010n,pb200,py090g,sl,py050g,py030g,py010g,pe010,rb090,rb050,pl088,pl089,pl200,rl030,pd080,pl085,ph040,pl086,pl087,pl080,py120n,py140g,objectid,age,py120g
,,,0,,2030450005,,,,,,,,,2,,,,0,,,2030450002,,40,,,3,,,20304500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,116.70709,,,,0,,,,,,,,,5632,3,
2,,,,,2030460001,,2030460002,3,1,,3,0,0,2,0,1,,,,1,,2,,21,1,3,40,,20304600,,93,0,0,0,450,600,0,1,,,,49,11,2,5,0,1,0,0,3,1,0,1,0,7480.11,1,0,7,0,239.2,11386.27,2,2,58.76024,0,1,15,,1,0,,0,0,0,0,0,5633,42,0
2,,,,,2030460002,,2030460001,2,1,,3,0,0,2,0,1,,,,1,,2,,21,1,3,40,,20304600,,21,0,0,0,600,829.35,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,17013.57,1,0,7,0,489.31,27644.79,2,1,58.76024,0,0,,,1,0,,0,0,0,337.26,0,5634,53,391.23
,,,,,2030460005,,,,,,,,,2,,,,,,,2030460001,,,,,3,,2030460002,20304600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,58.76024,,,,,,,,,,,,,5635,15,
2,,3,,,2030510001,,2030510002,5,1,3,,0,0,2,0,1,,,,,,1,,,3,3,,,20305100,61,,0,0,0,340,0,0,1,,18,,,0,,,0,3,0,0,1,4,0,1,0,0,1,0,7,0,0,0,2,2,100.88929,0,0,11,,1,0,2,12,0,0,0,0,5636,58,0
2,,,,,2030510002,,2030510001,3,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,40,,20305100,,81,0,0,0,450,0,0,1,,,,85,12,2,0,0,3,0,0,3,1,0,1,0,11444.56,1,0,7,0,309.83,17504.2,2,1,100.88929,0,0,31,,1,0,,0,0,0,276.49,0,5637,62,329.64
1,,,,,2030510004,,,2,1,,3,0,0,2,0,1,,,17,1,2030510001,2,,21,3,3,40,2030510002,20305100,,83,0,0,0,354,301.62,0,1,,,,52,12,2,0,0,1,0,0,3,1,0,2,6935,12000,3,0,7,7000,177.96,14315.9,2,1,100.88929,0,0,11,,1,0,,0,0,0,0,0,5638,32,0
2,,,,,2030560002,,2030560003,4,3,,3,0,0,2,0,1,2,,,1,,1,,21,3,3,40,,20305600,,72,0,0,0,340,0,0,1,,,,52,12,2,0,0,1,0,0,1,1,0,1,-113.92,7604.61,1,0,7,-113.92,178.64,10092,2,1,69.9714,0,0,36,,3,0,2,0,0,0,0,0,5639,60,0
2,,3,,,2030560003,,2030560002,,3,3,,0,0,2,0,2,,,,,,1,,,2,3,,,20305600,72,,4919.52,0,0,340,0,0,1,,16,,,0,,1,0,2,0,0,1,4,0,1,0,0,1,0,7,0,0,0,2,2,69.9714,0,0,35,,1,0,2,12,0,0,0,0,5640,55,0
3,,3,,,2030590002,,,4,2,3,,0,0,2,0,2,2,,,,,1,,,2,3,,,20305900,73,,0,0,0,450,0,4656.72,1,,84,,,0,,0,0,1,0,0,,3,0,2,0,0,3,0,7,0,0,0,2,2,85.53835,0,0,30,,1,12,2,0,0,0,0,0,5641,71,0
4,,3,,,2030600001,,,4,1,3,,0,0,2,0,1,2,,,,,1,,,1,3,,,20306000,75,,0,1012.06,0,700,0,4161.12,1,,10,,,0,,0,0,1,0,0,1,3,0,2,0,0,3,0,7,0,0,0,2,2,212.37271,0,0,49,,1,12,2,0,0,0,0,0,5642,68,0
1,,1,,,2030600003,,,,3,,,0,0,2,0,1,,,,,2030600001,2,,,1,3,,,20306000,,,0,0,0,350,0,0,1,,,,,0,,60,0,1,0,0,3,2,0,2,0,0,3,0,7,0,0,0,2,2,212.37271,0,0,,,1,0,,0,0,12,0,0,5643,39,0
2,,,,,2030610001,,2030610002,3,2,,3,0,0,2,0,1,,,,1,,1,,21,2,3,40,,20306100,,91,0,0,0,350,0,0,1,,,,46,12,2,12,0,1,0,0,3,1,0,1,0,9397.29,1,0,7,0,246.95,13691.81,2,2,293.5555,0,0,8,,1,0,2,0,0,0,160.31,0,5644,47,183.04
2,,,,,2030610002,,2030610001,,2,,3,0,0,2,0,1,,,,1,,2,,21,2,3,40,,20306100,,72,0,0,0,100,355.54,0,1,,,,25,12,2,0,0,1,0,0,3,1,0,1,0,8449.61,1,0,7,0,209.77,11751.28,2,1,293.5555,0,0,16,,1,0,,0,0,0,0,0,5645,45,0
1,60,1,,,2030610003,,,,2,,,0,0,2,0,1,2,,,,2030610001,2,,,2,3,,2030610002,20306100,,,0,0,0,344,0,0,1,,,,,0,,0,0,1,0,0,3,5,0,2,0,1456.9,3,0,7,0,2.04,1456.9,1,1,293.5555,0,0,,,1,0,2,0,12,0,0,0,5646,21,0
1,34,,,,2030610004,,,,2,,3,0,0,2,0,1,,,,1,2030610001,2,,21,2,3,40,2030610002,20306100,,,0,0,0,200,0,0,1,,,,,0,2,7,0,2,1,0,3,1,0,2,298.07,640.69,3,0,7,300,14.09,795.9,1,2,293.5555,0,0,0,,1,0,2,0,9,2,0,0,5647,19,0
2,,,,,2030630001,,2030630002,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,3,3,40,,20306300,,43,0,0,0,600,451,0,1,,,,14,12,2,0,0,1,0,0,3,1,0,1,0,8228.15,1,0,7,0,212.95,11490.93,2,2,179.35857,0,0,21,,1,0,2,0,0,0,0,0,5648,48,0
2,,,,,2030630002,,2030630001,,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,40,,20306300,,71,0,0,0,350,451,0,1,,,,17,12,2,0,0,1,0,0,3,1,0,1,0,12000,1,0,7,0,245.04,16237.1,2,1,179.35857,0,0,16,,1,0,2,0,0,0,127.91,0,5649,45,161.92
,,,0,,2030630003,30,,,,,,,,2,,,,0,,,2030630001,,,,,3,,2030630002,20306300,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,179.35857,,,,2,,,,,,,,,5650,8,
2,,,,,2030650001,,2030650002,2,1,,2,0,0,2,0,1,,,,1,,2,,,1,3,35,,20306500,,,0,0,0,600,449.49,0,1,,,,,0,,0,0,1,12,0,3,1,0,1,12443.92,0,1,0,7,16647.4,0,0,2,1,288.63898,0,0,3,,1,0,2,0,0,0,0,0,5651,35,0
2,,,,,2030650002,,2030650001,2,1,,2,0,0,2,0,1,2,,,2,,2,,,1,3,15,,20306500,,34,0,0,0,600,0,0,1,,,,74,0,,0,0,1,0,0,3,1,12,1,2847.09,0,1,0,7,3814.44,0,0,2,2,288.63898,0,0,,,1,0,2,0,0,0,0,0,5652,34,0
,,,0,,2030650003,,,,,,,,,2,,,,0,,,2030650002,,40,,,3,,2030650001,20306500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,288.63898,,,,0,,,,,,,,,5653,1,
2,,,,,2030660001,,2030660002,3,1,,2,0,0,2,0,1,,,,1,,2,,,3,3,50,,20306600,,61,0,0,0,350,0,0,1,,,,1,0,,0,0,3,12,6729.32,3,1,0,1,0,0,1,6729.32,7,0,0,0,2,1,202.33309,0,0,17,,1,0,2,0,0,0,0,0,5654,37,0
2,,,,,2030660002,,2030660001,4,1,,2,0,0,2,0,1,2,,,1,,1,,,3,3,50,,20306600,,61,2197,0,0,600,0,0,1,,,,1,0,,0,0,3,12,0,2,1,0,1,18702.91,0,1,0,7,18702.91,0,0,2,2,202.33309,0,0,14,,1,0,2,0,0,0,0,0,5655,37,0
,,,,,2030660003,,,,,,,,,2,,,,,,,2030660002,,,,,3,,2030660001,20306600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,202.33309,,,,,,,,,,,,,5656,13,
,,,0,,2030660004,35,,,,,,,,2,,,,0,,,2030660002,,,,,3,,2030660001,20306600,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,202.33309,,,,0,,,,,,,,,5657,11,
,,,0,,2030660005,25,,,,,,,,2,,,,0,,,2030660002,,,,,3,,2030660001,20306600,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,202.33309,,,,0,,,,,,,,,5658,8,
4,,,,,2030670002,,,2,2,,3,0,0,2,0,1,,,,1,,2,,21,2,3,40,,20306700,,71,0,0,0,350,0,0,1,,,,70,12,2,0,0,1,0,1096.24,3,1,0,2,0,11025.3,3,1096.24,7,0,301.87,17054.93,2,1,204.6849,0,0,34,,1,0,,0,0,0,0,0,5659,56,0
2,,,,,2030680002,,2030680003,,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,40,,20306800,,93,0,0,0,350,82.02,0,1,,,,46,2,2,12,0,2,0,5112.68,3,1,0,1,0,4000,1,5112.68,7,0,48.39,4617.57,2,1,148.96754,0,0,27,,1,0,2,0,0,10,99.15,0,5660,50,113.66
2,,,,,2030680003,,2030680002,3,1,,3,0,0,2,0,1,,,,1,,1,,21,2,3,48,,20306800,,71,0,0,0,200,328.58,0,1,,,,49,12,2,0,0,2,0,0,2,1,0,1,0,10800,1,0,7,0,193.86,15132.95,2,2,148.96754,0,0,22,,1,0,2,0,0,0,3028.82,0,5661,51,3808.24
3,,,,1,2030690001,,,3,3,,3,0,0,2,0,1,,,,1,,1,,21,3,3,40,,20306900,,75,0,0,0,450,486.22,0,1,,,,74,12,2,0,0,3,0,0,3,1,0,2,0,10913.6,3,0,7,0,286.87,16640.88,2,2,148.4787,0,0,11,,1,0,1,0,0,0,763.39,0,5662,43,951.16
4,,3,,,2030700001,,,,3,2,,0,0,2,0,1,2,,,,,1,,,3,3,,,20307000,61,,0,418.68,0,100,0,4978.98,1,,,,,0,,,0,3,0,0,1,3,0,2,0,0,3,0,7,0,0,0,2,2,70.37632,0,0,40,,3,12,2,0,0,0,0,0,5663,80,0
2,,,,,2030700002,,2030700004,3,3,,2,0,0,2,0,1,2,,,2,2030700001,1,,,3,3,20,,20307000,,52,0,0,0,350,0,0,1,,,,47,0,,0,0,2,0,0,2,1,12,1,2500,0,1,0,7,4340,0,0,2,2,70.37632,0,0,31,,1,0,2,0,0,0,0,0,5664,52,0
2,,,,,2030700004,,2030700002,,1,,3,0,0,2,0,1,2,,,1,,1,,21,3,3,42,,20307000,,81,0,0,0,350,0,0,1,,,,80,12,2,0,0,1,0,0,2,1,0,1,0,17340.11,1,0,7,0,507.31,28661.33,2,1,70.37632,0,0,26,,1,0,2,0,0,0,335.39,0,5665,49,408.4
1,,,,,2030720001,,,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,20307200,,21,0,0,0,700,22.96,0,1,,,,47,12,2,0,0,1,0,0,3,1,0,2,712.6,19298.52,3,0,7,949.73,617.24,32541.5,2,2,208.60327,0,0,11,,1,0,2,0,0,0,0,0,5666,31,0
5,,,,,2030730001,,,3,1,,3,0,0,2,0,1,2,,,1,,2,,21,3,3,40,,20307300,,52,0,0,0,600,448.66,0,1,,,,71,12,2,0,0,3,0,0,2,1,0,2,134.99,15300,3,0,7,180.6,261.83,19955.42,2,2,127.67629,0,0,15,,1,0,2,0,0,0,453.97,0,5667,49,557.6
5,,3,,,2030750001,,,4,2,3,,0,0,2,0,2,,,,,,1,,,2,3,,,20307500,44,,0,0,0,450,0,5889,1,,,,,0,,,0,3,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,153.20896,0,0,35,,3,12,2,0,0,0,0,0,5668,83,0
5,,3,,,2030760001,,,4,2,3,,0,0,2,0,1,,,,,,1,,,3,3,,,20307600,96,,0,0,0,200,0,4342.23,1,,,,,0,,,0,2,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,2,82.48431,0,0,20,,3,12,2,0,0,0,0,0,5669,79,0
4,,3,,,2030770001,,,5,1,3,,0,0,2,0,1,1,,,,,1,,,2,3,,,20307700,53,,0,418.68,0,200,0,4175.84,1,,98,1,,0,,0,0,2,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,414.72799,0,0,27,,1,12,2,0,0,0,0,0,5670,66,0
1,,1,,4,2030770002,,,,3,,,0,0,2,0,1,1,,,,2030770001,1,,,3,3,,,20307700,,,9522.94,1918.56,0,200,0,0,1,,,4,,0,,0,0,3,0,0,1,4,0,2,0,0,3,0,7,0,0,0,2,1,414.72799,0,0,,,3,0,1,12,0,0,0,0,5671,23,0
1,,1,,,2030780001,,,3,3,,,0,0,2,0,3,1,,,,,1,,,3,3,,,20307800,,,7074.11,4792.68,0,0,0,0,1,,,1,,0,,0,0,1,0,0,3,4,0,2,620.87,0,3,0,7,620.87,0,0,2,2,249.02366,0,0,,,1,0,2,12,0,0,0,0,5672,49,0
4,,3,,,2030800001,,,4,2,3,,0,0,2,0,3,,,,,,1,,,2,3,,,20308000,,,0,0,0,0,0,4400.99,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,2,156.47854,0,0,20,,3,12,2,0,0,0,0,0,5673,90,0
4,,3,,2,2030860001,,,3,1,2,,0,0,2,0,1,1,,,,,1,,,3,3,,,20308600,61,,0,418.68,0,340,0,4203.48,1,,1,2,,0,,0,0,1,0,0,2,3,0,2,836.1,0,3,0,7,836.1,0,0,2,2,332.54404,0,0,29,,3,12,1,0,0,0,0,0,5674,65,0
1,,,,,2030860002,,,,1,,3,0,0,2,0,1,2,,,1,2030860001,2,,21,1,3,40,,20308600,,13,0,0,0,600,0,0,1,,,,33,12,1,0,0,1,0,0,3,1,0,2,0,11432.71,3,0,7,0,308.68,17439.58,2,1,332.54404,0,0,,,1,0,2,0,0,0,0,0,5675,28,0
2,,3,,,2030870001,,2030870002,2,1,3,,0,0,2,0,1,2,,,,,2,,,1,3,,,20308700,23,,0,0,0,600,0,6969.51,1,,85,,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,2,64.5914,0,0,35,,1,12,2,0,0,0,0,0,5676,74,0
2,,3,,,2030870002,,2030870001,2,1,3,,0,0,2,0,1,2,,,,,2,,,1,3,,,20308700,31,,0,0,0,600,0,9932.64,1,,,,,0,,,0,1,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,1,64.5914,0,0,43,,1,12,2,0,0,0,0,0,5677,78,0
2,,,,,2030880001,,2030880002,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,20308800,,24,0,0,0,600,0,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,17810.23,1,0,7,0,471.01,28179.63,2,1,209.99377,0,0,11,,1,0,2,0,0,0,0,0,5678,35,0
2,,,,,2030880002,,2030880001,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,20308800,,24,0,0,0,600,779.75,0,1,,,,49,12,2,0,0,1,0,0,3,1,0,1,0,16079.58,1,0,7,0,460.05,25991.43,2,2,209.99377,0,0,11,,1,0,2,0,0,0,1208.11,0,5679,34,1495.38
,,,0,,2030880003,,,,,,,,,2,,,,0,,,2030880002,,40,,,3,,2030880001,20308800,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,209.99377,,,,0,,,,,,,,,5680,4,
5,,,,,2030900001,,,2,1,,3,0,0,2,0,1,,,,1,,2,,21,1,3,40,,20309000,,61,0,0,0,600,306.95,0,1,,,,,12,2,0,0,1,0,0,3,1,0,2,0,7073.19,3,0,7,0,181.1,10231.58,2,1,514.27114,0,0,16,,1,0,2,0,0,0,0,0,5681,45,0
1,,3,,,2030910001,,,4,1,3,,0,0,2,0,1,1,,,,,2,,,2,3,,,20309100,,,0,0,0,450,0,0,1,,84,1,,0,,4,0,2,0,0,2,2,0,2,0,0,3,0,7,0,0,0,2,1,348.67835,0,0,,,1,0,2,0,0,12,0,0,5682,59,0
5,,3,,2,2030930001,,,4,1,3,,0,0,2,0,1,,,,,,1,,,3,3,,,20309300,91,,0,0,0,340,0,5473.23,1,,47,,,0,,0,0,2,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,169.62506,0,0,25,,3,12,1,0,0,0,0,0,5683,70,0
2,,,,,2030940001,,2030940002,3,1,,3,0,0,2,0,1,,,,1,,2,,21,1,3,40,,20309400,,26,0,0,0,700,81,0,1,,,,81,12,1,0,0,1,0,0,3,1,0,1,0,26994.68,1,0,7,0,646.98,44619.3,2,2,133.16218,0,0,23,,1,0,2,0,0,0,0,0,5684,48,0
2,,,,,2030940002,,2030940001,,1,,3,0,0,2,0,1,2,,,1,,2,,21,3,3,40,,20309400,,31,0,0,0,600,1200,0,1,,,,47,12,1,0,0,1,0,0,3,1,0,1,0,27178.14,1,0,7,0,795.13,44922.55,2,1,133.16218,0,0,25,,1,0,2,0,0,0,0,0,5685,48,0
2,,,,,2030970002,,2030970003,3,1,,3,0,0,2,0,1,2,,,1,,1,,21,3,3,54,,20309700,,23,0,0,0,700,930.75,0,1,,,,47,12,2,0,0,1,0,0,2,1,0,1,0,18886.17,1,0,7,0,449.86,31025.21,2,2,276.49931,0,0,26,,1,0,2,0,0,0,853.85,0,5686,49,1046.66
2,,,,,2030970003,,2030970002,,1,,3,0,0,2,0,1,,,,1,,1,,21,3,3,40,,20309700,,81,0,0,0,450,457.16,0,1,,,,81,12,2,0,0,1,0,0,3,1,0,1,0,10222.67,1,0,7,0,269.73,15530.65,2,1,276.49931,0,0,27,,1,0,2,0,0,0,1124.67,0,5687,53,1393.16
,,,,,2030970004,,,,,,,,,2,,,,,,,2030970002,,,,,3,,2030970003,20309700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2,276.49931,,,,,,,,,,,,,5688,15,
2,,3,,,2031010001,,2031010002,,3,3,,0,0,2,0,3,2,,,,,2,,,3,3,,,20310100,43,,0,0,0,340,0,6460.92,1,,,,,0,,,0,1,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,2,43.90138,0,0,30,,1,12,2,0,0,0,0,0,5689,81,0
2,,3,,,2031010002,,2031010001,4,3,3,,0,0,2,0,3,,,,,,2,,,3,3,,,20310100,11,,0,0,0,340,0,7036.56,1,,,,,0,,,0,1,0,0,2,3,0,1,0,0,1,0,7,0,0,0,2,1,43.90138,0,0,42,,1,12,2,0,0,0,0,0,5690,80,0
1,60,3,,,2031020001,,,3,1,3,,0,0,2,0,3,2,,,,2031020003,2,,,3,3,,2031020002,20310200,42,,0,0,0,344,0,0,1,,86,,,0,,,0,3,0,0,3,5,0,2,0,2975.82,3,0,7,0,69.94,3904.56,1,2,205.50653,0,0,,,1,0,,0,12,0,0,365,5691,20,0
2,,,,,2031020002,,2031020003,,3,,3,0,0,2,0,1,2,,,1,2031020004,,,21,3,3,40,,20310200,,83,0,0,0,350,447.4,0,1,,,,46,12,2,0,0,3,0,0,,1,0,1,0,8308.07,1,0,7,0,263.97,12703.47,2,1,205.50653,0,0,,,1,0,,0,0,0,0,0,5692,49,0
2,,,,,2031020003,,2031020002,,3,,3,0,0,2,0,1,2,,,1,,,,21,3,3,40,,20310200,,33,0,0,0,600,784.17,0,1,,,,31,12,2,0,0,3,0,0,,1,0,1,0,16105.59,1,0,7,0,379.01,26139,2,2,205.50653,0,0,,,1,0,,0,0,0,295.45,0,5693,45,347.56
4,,3,,,2031020004,,,,3,4,,0,0,2,0,3,,,,,,,,,3,3,,,20310200,,,0,418.68,0,340,0,5159.67,3,,,,,0,,,0,3,0,0,,3,0,2,0,0,3,0,7,0,0,0,2,2,205.50653,0,0,,,3,12,2,0,0,0,0,0,5694,88,0
1,,,,,2031020005,,,,3,,3,0,0,2,0,1,,,,1,2031020003,,,21,3,3,40,2031020002,20310200,,52,0,0,0,354,335.14,0,1,,,,85,12,2,,0,3,0,0,,1,0,2,0,6921.06,3,0,7,0,197.84,11150.63,2,2,205.50653,0,0,,,1,0,,0,0,0,150.96,0,5695,24,174.69
2,,,,,2031030002,,2031030003,,2,,1,0,0,2,0,1,,,3,2,,1,,,2,3,30,,20310300,,11,10120.68,786.14,0,340,0,0,1,,,,85,0,,0,0,2,0,0,3,1,12,1,0,835.41,1,0,7,0,23.02,1089,2,1,33.15848,0,0,,,1,0,2,0,0,0,6.45,0,5696,61,6.45
2,,3,,,2031030003,,2031030002,3,2,3,,0,0,2,0,2,,,,,,1,,,2,3,,,20310300,51,,0,0,0,450,0,0,1,,56,,,0,,0,0,2,0,0,3,6,0,1,0,0,1,0,7,0,0,0,2,2,33.15848,0,12,15,,1,0,2,0,0,0,0,0,5697,59,0
3,,3,,,2031040001,,,2,1,3,,0,0,2,0,1,2,,,,,2,,,3,3,,,20310400,51,,0,0,0,200,65.41,0,1,,56,,,5,,18,0,1,0,2970.01,3,2,0,2,0,1300,3,2970.01,7,0,38.59,1768.19,2,2,572.06623,0,0,8,,1,0,2,0,0,7,289.08,0,5698,28,365.91
,,,0,,2031040002,35,,,,,,,,2,,,,0,,,2031040001,,,,,3,,,20310400,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,572.06623,,,,0,,,,,,,,,5699,10,
2,,,,,2031070003,,2031070004,2,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,45,,20310700,,91,0,0,0,340,176,0,1,,,,49,1,2,0,0,2,0,0,3,1,11,1,19843.03,2208.59,1,0,7,20000,92.44,3360,2,2,108.78645,0,0,17,,1,0,,0,0,0,0,0,5700,42,0
2,,,,,2031070004,,2031070003,2,1,,2,0,0,2,0,1,,,,1,,2,,,3,3,40,,20310700,,11,0,0,0,350,306.01,0,1,,,,69,0,,0,0,3,12,0,3,1,0,1,0,9000,1,0,7,0,180.54,11539.13,2,1,108.78645,0,0,21,,1,0,,0,0,0,0,0,5701,41,0
,,,0,,2031070006,,,,,,,,,2,,,,0,,,2031070003,,45,,,3,,2031070004,20310700,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,108.78645,,,,0,,,,,,,,,5702,6,
,,,0,,2031070007,,,,,,,,,2,,,,0,,,2031070003,,45,,,3,,2031070004,20310700,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,108.78645,,,,0,,,,,,,,,5703,5,
1,,,,,2031090001,,,2,3,,2,0,0,2,0,1,2,,,1,,2,,,2,3,40,,20310900,,71,0,0,0,350,74.07,0,1,,,,41,0,,0,0,1,12,0,3,1,0,2,1519.96,0,3,0,7,2744,0,0,2,1,633.83273,0,0,,,1,0,2,0,0,0,0,0,5704,39,0
4,,,,,2031100001,,,4,3,,3,0,0,2,0,1,2,,,2,,1,,21,3,3,20,,20311000,,24,0,418.68,0,450,0,7121.4,1,,,,68,0,2,0,12,1,0,0,3,1,0,2,0,4941.58,3,0,7,0,116.86,6536.8,2,2,76.59037,0,0,45,,1,0,2,0,0,0,0,0,5705,68,0
1,60,1,,,2031120001,,,1,1,,,0,0,2,0,1,,,,,2031120003,2,,,3,3,,2031120002,20311200,,,0,0,0,344,0,0,1,,,,,0,,60,0,1,0,0,3,5,0,2,0,0,3,0,7,0,0,0,1,2,110.26783,0,0,,,1,0,,0,12,0,0,0,5706,19,0
2,,,,,2031120002,,2031120003,,1,,3,0,0,2,173.69,1,,,,1,,2,,21,3,3,40,,20311200,,83,0,0,173.69,350,341.7,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,1,0,7861.83,1,0,7,0,201.6,11389.87,2,1,110.26783,0,0,30,,1,0,2,0,0,0,1663.18,0,5707,52,2086.33
2,,3,,,2031120003,,2031120002,,1,3,,0,0,2,0,1,,,,,,2,,,1,3,,,20311200,52,,0,0,0,450,149.46,0,1,,47,,,6,,9,0,1,0,2778.51,3,6,0,1,0,4125.98,1,2778.51,7,0,108.11,5703.6,2,2,110.26783,0,6,,,1,0,,0,0,0,0,0,5708,50,0
2,,3,,,2031130001,,2031130002,4,3,3,,0,0,2,0,3,,,,,,1,,,3,3,,,20311300,26,,0,0,0,450,0,9779.22,1,,,,,0,,,0,3,0,0,1,3,0,1,0,0,1,0,7,0,0,0,2,2,63.04835,0,0,46,,3,12,2,0,0,0,0,0,5709,81,0
2,,3,,,2031130002,,2031130001,,3,3,,0,0,2,0,3,,,,,,1,,,3,3,,,20311300,23,,0,0,0,700,0,11386.62,1,,,,,0,,,0,3,0,0,1,3,0,1,0,0,1,0,7,0,0,0,2,1,63.04835,0,0,49,,3,12,2,0,0,0,0,0,5710,86,0
2,,,,,2031140001,,2031140002,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,20311400,,72,0,0,0,600,1046.11,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,1,0,20527.9,1,0,7,0,617.21,34047.9,2,1,273.87555,0,0,,,1,0,2,0,0,0,0,0,5711,40,0
2,,,,,2031140002,,2031140001,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,20311400,,24,0,0,0,700,1279.09,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,25795.21,1,0,7,0,754.66,42636.23,2,2,273.87555,0,0,,,1,0,2,0,0,0,0,0,5712,42,0
2,,3,,,2031160001,,2031160002,,1,3,,0,0,2,0,1,2,,,,,2,,,3,3,,,20311600,13,,0,0,0,600,0,9035.64,1,,85,,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,2,70.29928,0,0,49,,1,12,2,0,0,0,0,0,5713,70,0
2,,3,,,2031160002,,2031160001,2,1,3,,0,0,2,0,1,1,,,,,2,,,3,3,,,20311600,74,,0,0,0,450,0,4227.81,1,,87,5,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,1,70.29928,0,0,31,,1,12,2,0,0,0,0,0,5714,68,0
2,,,,,2031180001,,2031180002,2,2,,2,0,0,2,0,1,2,,,1,,2,,,2,3,40,,20311800,,51,0,0,0,450,0,0,1,,,,96,0,,0,0,1,12,0,3,1,0,1,29334.85,0,1,0,7,30240,0,0,2,2,138.87154,0,0,,,1,0,2,0,0,0,0,0,5715,61,0
2,,,,,2031180002,,2031180001,4,2,,3,0,0,2,0,1,2,,,1,,1,,21,2,3,40,,20311800,,11,3546.39,0,0,340,0,0,1,,,,31,12,2,0,0,1,0,0,3,1,0,1,0,5262.17,1,0,7,0,120.81,6894.97,2,1,138.87154,0,0,36,,1,0,2,0,0,0,1464.4,0,5716,60,1826.78
2,,3,,,2031190001,,2031190002,5,3,3,,0,0,2,0,3,,,,,,1,,,3,3,,,20311900,21,,0,0,0,350,0,5794.32,1,,,,,0,,,0,2,0,0,1,3,0,1,0,0,1,0,7,0,0,0,2,2,68.33197,0,0,42,,1,12,2,0,0,0,0,0,5717,76,0
2,,3,,,2031190002,,2031190001,3,3,3,,0,0,2,0,3,,,,,,1,,,3,3,,,20311900,83,,0,0,0,340,0,7022.4,1,,,,,0,,,0,2,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,1,68.33197,0,0,36,,3,12,2,0,0,0,0,0,5718,75,0
2,,3,,,2031200002,,2031200003,3,2,3,,0,0,2,0,2,2,,,,,1,,,2,3,,,20312000,22,,0,0,0,450,0,6270.24,1,,75,,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,7,0,0,0,2,1,58.03236,0,0,42,,1,12,2,0,0,0,0,0,5719,69,0
2,,,,,2031200003,,2031200002,2,2,,3,0,0,2,0,1,2,,,1,,2,,21,2,3,40,,20312000,,52,0,0,0,450,0,5244,1,,,,49,12,2,0,0,1,0,0,3,1,0,1,0,9576.94,1,0,7,0,250.5,13952.47,2,2,58.03236,0,0,43,,1,0,2,0,0,0,178.09,0,5720,65,212.49
